id,player_name,nation,rarity,mining_bonus,vote_multiplier,reward_bonus,energy_bonus,image_url,total_supply,minted_count,price_votes
897d6546-d9b7-4ea7-b5fa-207620457a48,Austria,AT,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/austria.png,3200,0,0.1
068761a3-c49d-4230-b931-5819778b8b89,Algeria,DZ,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/algeria.png,3200,0,0.1
f370e709-8613-4417-96ba-d139aba88061,Congo,CD,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/congo.png,3200,0,0.1
d8c8ef08-ab0b-480a-8eec-0c110c8293f4,Caboverde,CV,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/caboverde.png,3200,0,0.1
ed833e1c-d9bc-4445-bdcf-6e360e638374,Canada,CA,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/canada.png,3200,0,0.1
eed680b7-de93-425b-8b6a-a96de97e3197,Bosnia,BA,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/bosnia.png,3200,0,0.1
77e7a49e-387a-4b47-83fb-75718c93a58f,Curacao,CW,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/curacao.png,3200,0,0.1
7f3290de-3037-4e34-9f95-07ff801c809f,Australia,AU,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/australia.png,3200,0,0.1
e296e949-398f-4c28-a9b8-0621ac43045d,Ecuador,EC,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/ecuador.png,3200,0,0.1
336f0a16-0ba8-4df8-a6c9-4b5ad8a24eb9,Saudi,SA,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/saudi.png,3200,0,0.1
ab5050c9-081d-4a9c-8f7e-30c5f9814333,Ivorycoast,CI,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/ivorycoast.png,3200,0,0.1
6e6a3b6f-4ec8-43e1-a2ba-6fe5f42fcc25,Scotland,SC,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/scotland.png,3200,0,0.1
d99f3d40-5fe6-4720-ba4b-32198aba4c00,Panama,PA,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/panama.png,3200,0,0.1
c5a8d395-7804-4558-ae8e-83cc926e3297,Jordan,JO,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/jordan.png,3200,0,0.1
526a4e7f-488f-4d98-8b1e-c98109313cf8,Qatar,QA,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/qatar.png,3200,0,0.1
7cc928da-2d23-4ba5-a53e-9aa2427510d3,Haiti,HT,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/haiti.png,3200,0,0.1
0b056e4a-cfa9-4487-ae18-6ae548fc958e,Japan,JP,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/japan.png,3200,0,0.1
fb4111b5-2ce2-4d04-9076-932d40b45fcd,Iran,IR,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/iran.png,3200,0,0.1
224ac596-65c7-47d5-a723-d827c6d5ca1f,Usa,US,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/usa.png,3200,0,0.1
b43ef3c2-0121-4d35-b4b4-c7a8f9a85e18,Iraq,IQ,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/iraq.png,3200,0,0.1
55933d9e-73b4-45ee-8f5a-be713083d1ba,Newzealand,NZ,common | x1.1,0,1.1,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/newzealand.png,3200,0,0.1
cb405c17-cfd7-4200-818c-168792ee6f8c,Croatia,HR,Epic | x1.4,0,1.4,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/croatia.png,400,0,0.4
cd1a9c9b-09a4-47e4-9d43-602abd52fd86,Norway,NO,Epic | x1.4,0,1.4,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/norway.png,400,0,0.4
ebdbf4bc-0713-4480-aa6c-ab87cf3b09bb,England,GB,Epic | x1.4,0,1.4,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/england.png,400,0,0.4
1a8cc42a-c7a8-4059-b5a8-4ea8456cffd4,Egypt,EG,Epic | x1.4,0,1.4,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/egypt.png,400,0,0.4
c2f88ff7-7dab-409b-9879-a6a0179eeba4,Belgium,BE,Epic | x1.4,0,1.4,0,0,https://lzckrpviyogydxfhcuyp.supabase.co/storage/v1/object/public/warcup2026_players/belgium.png,400,0,0.4
